"id","name","slug","url","categories","modified"
"87","Calculate Binary Addition","calculate-binary-addition","https://alltoolsverse.com/tools/calculate-binary-addition/","binary","2026-05-24T11:00:37Z"
"131","Calculate Bitwise AND of Binary Values","and-binary-values","https://alltoolsverse.com/tools/and-binary-values/","binary","2026-06-04T08:24:40Z"
"132","Calculate Bitwise AND of Hexadecimal Numbers","calculate-bitwise-and-hexadecimal-numbers","https://alltoolsverse.com/tools/calculate-bitwise-and-hexadecimal-numbers/","hex","2026-06-04T08:24:39Z"
"159","Calculate BMI - Body Mass Index and Range","bmi-calculator","https://alltoolsverse.com/tools/bmi-calculator/","health","2026-06-05T11:52:09Z"
"170","Calculate Clock Hand Angle","calculate-clock-hand-angle","https://alltoolsverse.com/tools/calculate-clock-hand-angle/","time","2026-05-24T11:00:38Z"
"171","Calculate Date at Percent of Year","calculate-date-at-percent-of-year","https://alltoolsverse.com/tools/calculate-date-at-percent-of-year/","time","2026-05-24T11:00:38Z"
"172","Calculate Digit Product","calculate-digit-product","https://alltoolsverse.com/tools/calculate-digit-product/","number","2026-05-24T11:00:39Z"
"173","Calculate Digit Sum","calculate-digit-sum","https://alltoolsverse.com/tools/calculate-digit-sum/","number","2026-05-24T11:00:39Z"
"174","Calculate e-Digits and Euler's Number","calculate-e-digits","https://alltoolsverse.com/tools/calculate-e-digits/","number","2026-05-24T11:00:39Z"
"175","Calculate Factorial","calculate-factorial","https://alltoolsverse.com/tools/calculate-factorial/","math","2026-05-24T11:00:40Z"
"176","Calculate Fibonacci Numbers","calculate-fibonacci-numbers","https://alltoolsverse.com/tools/calculate-fibonacci-numbers/","number","2026-05-24T11:00:40Z"
"177","Calculate Lucas Numbers","calculate-lucas-numbers","https://alltoolsverse.com/tools/calculate-lucas-numbers/","number","2026-06-04T09:36:48Z"
"178","Calculate Number Divisors","calculate-number-divisors","https://alltoolsverse.com/tools/calculate-number-divisors/","number","2026-05-24T11:00:40Z"
"179","Calculate Number Product","calculate-number-product","https://alltoolsverse.com/tools/calculate-number-product/","number","2026-05-24T11:00:41Z"
"180","Calculate Number Sum","calculate-number-sum","https://alltoolsverse.com/tools/calculate-number-sum/","number","2026-05-24T11:00:41Z"
"181","Calculate Phi Digits","calculate-phi-digits","https://alltoolsverse.com/tools/calculate-phi-digits/","number","2026-05-24T11:00:41Z"
"182","Calculate Pi Digits","calculate-pi-digits","https://alltoolsverse.com/tools/calculate-pi-digits/","number","2026-05-24T11:00:42Z"
"183","Calculate Prime Factors","calculate-prime-factors","https://alltoolsverse.com/tools/calculate-prime-factors/","number","2026-05-24T11:00:42Z"
"188","Calculate Seconds Since Midnight","calculate-seconds-since-midnight","https://alltoolsverse.com/tools/calculate-seconds-since-midnight/","time","2026-05-24T11:00:42Z"
"189","Calculate Seconds Till Midnight","calculate-seconds-till-midnight","https://alltoolsverse.com/tools/calculate-seconds-till-midnight/","time","2026-05-24T11:00:42Z"
"100","Calculate Sum of Integers","calculate-sum-of-integers","https://alltoolsverse.com/tools/calculate-sum-of-integers/","number","2026-06-04T09:36:39Z"
"190","Calculate Time Zone Difference","calculate-time-zone-difference","https://alltoolsverse.com/tools/calculate-time-zone-difference/","time","2026-05-24T11:00:42Z"
"587","Calorie Calculator - Daily Calorie Goals","calorie-calculator","https://alltoolsverse.com/tools/calorie-calculator/","health","2026-06-02T19:27:31Z"
"99","Calulate Sum Of Digits","calulate-sum-of-digits","https://alltoolsverse.com/tools/calulate-sum-of-digits/","number","2026-05-24T11:00:43Z"
"192","Canonical Tag Generator","canonical-tag-generator","https://alltoolsverse.com/tools/canonical-tag-generator/","seo","2026-05-24T11:00:43Z"
"193","Capture GIF Frames Extractor","capture-gif-frames","https://alltoolsverse.com/tools/capture-gif-frames/","image","2026-05-24T11:00:43Z"
"194","Capture JSON Screenshot Generator","capture-json-screenshot","https://alltoolsverse.com/tools/capture-json-screenshot/","json","2026-05-24T11:00:43Z"
"195","Case Converter","case-converter","https://alltoolsverse.com/tools/case-converter/","text","2026-05-24T11:00:43Z"
"196","Censor Image and Pixelator","censor-image","https://alltoolsverse.com/tools/censor-image/","image","2026-05-24T11:00:44Z"
"197","Censor JSON And Redactor","censor-json","https://alltoolsverse.com/tools/censor-json/","json","2026-05-05T03:26:23Z"
"198","Center Unicode Text","center-unicode-text","https://alltoolsverse.com/tools/center-unicode-text/","unicode","2026-05-24T11:00:44Z"
"705","Change Horizontal Image to Vertical Image","change-horizontal-image-to-vertical-image","https://alltoolsverse.com/tools/change-horizontal-image-to-vertical-image/","image","2026-06-05T13:55:15Z"
"202","Change Image Base Color","change-image-base-color","https://alltoolsverse.com/tools/change-image-base-color/","image","2026-05-24T11:00:44Z"
"204","Change Image Quality and Compression","change-image-quality","https://alltoolsverse.com/tools/change-image-quality/","image","2026-05-24T11:00:44Z"
"205","Change Integer Sign","change-integer-sign","https://alltoolsverse.com/tools/change-integer-sign/","number","2026-05-24T11:00:44Z"
"206","Change List Length","change-list-length","https://alltoolsverse.com/tools/change-list-length/","text","2026-05-24T11:00:44Z"
"207","Change List Separator","change-list-separator","https://alltoolsverse.com/tools/change-list-separator/","text","2026-05-24T11:00:45Z"
"724","Change Number Base","change-number-base","https://alltoolsverse.com/tools/change-number-base/","number","2026-06-03T13:03:42Z"
"209","Change Vertical to Horizontal Image","change-vertical-image-to-horizontal-image","https://alltoolsverse.com/tools/change-vertical-image-to-horizontal-image/","image","2026-05-04T16:42:35Z"
"210","Change WebP Color","change-webp-color","https://alltoolsverse.com/tools/change-webp-color/","webp","2026-05-24T11:00:45Z"
"211","Change WebP Opacity","change-webp-opacity","https://alltoolsverse.com/tools/change-webp-opacity/","webp","2026-05-04T16:44:56Z"
"212","Change WebP Quality","change-webp-quality","https://alltoolsverse.com/tools/change-webp-quality/","webp","2026-05-04T16:43:56Z"
"213","Character Counter","character-counter","https://alltoolsverse.com/tools/character-counter/","text","2026-05-24T11:00:45Z"
"214","Check Common Year","check-common-year","https://alltoolsverse.com/tools/check-common-year/","time","2026-05-04T16:45:55Z"
"215","Check if Image is BMP","check-if-image-is-bmp","https://alltoolsverse.com/tools/check-if-image-is-bmp/","image","2026-05-24T11:00:45Z"
"216","Check if Image is GIF","check-if-image-is-gif","https://alltoolsverse.com/tools/check-if-image-is-gif/","image","2026-05-24T11:00:45Z"
"217","Check if Image is JPG / JPEG","check-if-image-is-jpg","https://alltoolsverse.com/tools/check-if-image-is-jpg/","image","2026-05-24T11:00:45Z"
"218","Check if Image is PNG","check-if-image-is-png","https://alltoolsverse.com/tools/check-if-image-is-png/","image","2026-05-24T11:00:45Z"
"219","Check if Image is WebP","check-if-image-is-webp","https://alltoolsverse.com/tools/check-if-image-is-webp/","image","2026-05-24T11:00:46Z"
"221","Check Image Transparency","check-image-transparency","https://alltoolsverse.com/tools/check-image-transparency/","image","2026-05-24T11:00:46Z"
"222","Check Leap Year","check-leap-year","https://alltoolsverse.com/tools/check-leap-year/","time","2026-05-24T11:00:46Z"
"725","Check Number Palindrome","check-number-palindrome","https://alltoolsverse.com/tools/check-number-palindrome/","number","2026-06-03T12:52:48Z"
"224","Check Spoofed Unicode Text","check-spoofed-unicode-text","https://alltoolsverse.com/tools/check-spoofed-unicode-text/","unicode","2026-05-24T11:00:46Z"
"225","Chmod Calculator","chmod-calculator","https://alltoolsverse.com/tools/chmod-calculator/","developer","2026-05-24T11:00:46Z"
"226","Chunk List Text","chunk-list-text","https://alltoolsverse.com/tools/chunk-list-text/","text","2026-05-24T11:00:46Z"
"227","Chunkify Unicode Text","chunkify-unicode-text","https://alltoolsverse.com/tools/chunkify-unicode-text/","unicode","2026-05-24T11:00:47Z"
"3252","Circle Crop Image","circle-crop-image","https://alltoolsverse.com/tools/circle-crop-image/","image","2026-07-01T19:36:30Z"
"1749","Clock Time Formatter","format-clock-time","https://alltoolsverse.com/tools/format-clock-time/","time","2026-06-15T14:28:43Z"
"286","Code Points to UTF-8 Converter Free","convert-code-points-to-utf8","https://alltoolsverse.com/tools/convert-code-points-to-utf8/","utf8","2026-04-28T07:40:20Z"
"228","Coin Flip","coin-flip","https://alltoolsverse.com/tools/coin-flip/","developer","2026-05-24T11:00:52Z"
"3254","Collage Maker","collage-maker","https://alltoolsverse.com/tools/collage-maker/","image","2026-07-01T19:36:30Z"
"230","Color Contrast Checker","color-contrast-checker","https://alltoolsverse.com/tools/color-contrast-checker/","image","2026-05-24T11:00:47Z"
"231","Color Converter","color-converter","https://alltoolsverse.com/tools/color-converter/","image","2026-05-24T11:00:47Z"
"232","Colorized List Item","colorized-list-item-online","https://alltoolsverse.com/tools/colorized-list-item-online/","text","2026-05-24T11:00:47Z"
"229","Colour Blindness Simulator","color-blindness-simulator","https://alltoolsverse.com/tools/color-blindness-simulator/","image","2026-05-24T11:00:47Z"
"233","Colour Palette Extractor","color-palette-extractor","https://alltoolsverse.com/tools/color-palette-extractor/","image","2026-05-24T11:00:47Z"
"234","Colour Palette Generator","color-palette-generator","https://alltoolsverse.com/tools/color-palette-generator/","image","2026-05-24T11:00:47Z"
"235","Colour Picker","color-picker","https://alltoolsverse.com/tools/color-picker/","image","2026-05-24T11:00:52Z"
"236","Comma Separator - List Formatter","comma-separator","https://alltoolsverse.com/tools/comma-separator/","text","2026-05-24T11:00:48Z"
"237","Compare Two Lists","compare-lists","https://alltoolsverse.com/tools/compare-lists/","text","2026-05-24T11:00:48Z"
"579","Compound Interest Calculator - Growth","compound-interest-calculator","https://alltoolsverse.com/tools/compound-interest-calculator/","financial","2026-06-02T18:43:15Z"
"707","Compress Image","compress-image","https://alltoolsverse.com/tools/compress-image/","image","2026-06-03T13:01:50Z"
"90","Compress Image Effect","compress-image-effect-tool","https://alltoolsverse.com/tools/compress-image-effect-tool/","image","2026-06-06T10:47:57Z"
"862","Compress PDF","compress-pdf","https://alltoolsverse.com/tools/compress-pdf/","document","2026-06-04T11:56:34Z"
"805","Compress WebP","compress-webp","https://alltoolsverse.com/tools/compress-webp/","webp","2026-06-03T12:09:54Z"
"240","Convert 12-Hour to 24-Hour Time","convert-12hr-to-24hr","https://alltoolsverse.com/tools/convert-12hr-to-24hr/","time","2026-05-24T11:00:48Z"
"241","Convert 24-Hour to 12-Hour Time","convert-24hr-to-12hr","https://alltoolsverse.com/tools/convert-24hr-to-12hr/","time","2026-05-24T11:00:48Z"
"871","Convert Add Symmetry to Image","add-symmetry-to-image","https://alltoolsverse.com/tools/add-symmetry-to-image/","image","2026-06-05T13:22:42Z"
"242","Convert Arbitrary Base to ASCII","convert-arbitrary-base-to-ascii","https://alltoolsverse.com/tools/convert-arbitrary-base-to-ascii/","ascii","2026-05-24T11:00:48Z"
"243","Convert Arbitrary Base to UTF-8","convert-arbitrary-base-to-utf8","https://alltoolsverse.com/tools/convert-arbitrary-base-to-utf8/","utf8","2026-05-04T16:27:30Z"
"244","Convert ASCII to Arbitrary Base","convert-ascii-to-arbitrary-base","https://alltoolsverse.com/tools/convert-ascii-to-arbitrary-base/","ascii","2026-05-04T16:26:14Z"
"245","Convert ASCII to Base6","convert-ascii-to-base64","https://alltoolsverse.com/tools/convert-ascii-to-base64/","ascii","2026-05-24T11:00:48Z"
"139","Convert ASCII to Binary","ascii-to-binary","https://alltoolsverse.com/tools/ascii-to-binary/","developer","2026-06-04T21:11:06Z"
"247","Convert ASCII to Bytes","convert-ascii-to-bytes","https://alltoolsverse.com/tools/convert-ascii-to-bytes/","ascii","2026-05-04T16:31:00Z"
"548","Convert AVIF to JPG - Share Anywhere","avif-to-jpg","https://alltoolsverse.com/tools/avif-to-jpg/","image","2026-06-02T16:31:37Z"
"547","Convert AVIF to PNG - Open Anywhere","avif-to-png","https://alltoolsverse.com/tools/avif-to-png/","image","2026-06-02T16:31:55Z"
"549","Convert AVIF to WebP - Wider Support","avif-to-webp","https://alltoolsverse.com/tools/avif-to-webp/","image","2026-06-02T16:31:14Z"
"145","Convert Base64 String Encoder and Decoder","convert-base64-string","https://alltoolsverse.com/tools/convert-base64-string/","developer","2026-06-05T11:51:45Z"
"272","Convert Binary to ASCII","convert-binary-to-ascii","https://alltoolsverse.com/tools/convert-binary-to-ascii/","ascii","2026-06-04T21:11:27Z"
"152","Convert Binary to Hex","binary-to-hex","https://alltoolsverse.com/tools/binary-to-hex/","developer","2026-06-04T07:42:18Z"
"279","Convert Binary to Octal","convert-binary-to-octal","https://alltoolsverse.com/tools/convert-binary-to-octal/","binary","2026-06-04T21:11:40Z"
"153","Convert Binary to Text","binary-to-text","https://alltoolsverse.com/tools/binary-to-text/","text","2026-05-24T11:00:49Z"
"160","Convert BMP to GIF","bmp-to-gif","https://alltoolsverse.com/tools/bmp-to-gif/","image","2026-05-24T11:00:49Z"
"161","Convert BMP to JPEG","bmp-to-jpeg","https://alltoolsverse.com/tools/bmp-to-jpeg/","image","2026-05-24T11:00:49Z"
"162","Convert BMP to JPG","bmp-to-jpg","https://alltoolsverse.com/tools/bmp-to-jpg/","image","2026-05-24T11:00:50Z"
